description,filename,id,species,source,species_code,cleaned_filename,contigs_greater_0_bp,contigs_greater_1000_bp,contigs_greater_5000_bp,contigs_greater_10000_bp,contigs_greater_25000_bp,contigs_greater_50000_bp,total_length_greater_0_bp,total_length_greater_1000_bp,total_length_greater_5000_bp,total_length_greater_10000_bp,total_length_greater_25000_bp,total_length_greater_50000_bp,total_contigs,largest_contig,total_length,N50,N75,L50,L75,number_Ns_per_100_kbp
"Pseudomonas aeruginosa isolate BS2376, whole genome shotgun sequence",GCF_902202755.1_BS2376_genomic.fna,NZ_CABIOP010000001.1,aeruginosa,REFSEQ,1,1_CABIOP010000001,164,108,72,63,54,41,6969452,6939674,6847587,6788912,6625547,6179209,134,472960,6957234,170931,96156,14,28,3.19
Pseudomonas aeruginosa strain AR_0440 chromosome,GCF_003074095.1_ASM307409v1_genomic.fna,NZ_CP029148.1,aeruginosa,REFSEQ,1,1_CP029148,1,1,1,1,1,1,7167215,7167215,7167215,7167215,7167215,7167215,1,7167215,7167215,7167215,7167215,1,1,1.4
"Pseudomonas chlororaphis subsp. piscium strain ATCC 17809 chromosome, complete genome",GCF_003850365.1_ASM385036v1_genomic.fna,NZ_CP027709.1,chlororaphis,REFSEQ,14,14_CP027709,1,1,1,1,1,1,7218893,7218893,7218893,7218893,7218893,7218893,1,7218893,7218893,7218893,7218893,1,1,0.0
"Pseudomonas aeruginosa strain PA_D9, complete genome",GCF_001721785.1_ASM172178v1_genomic.fna,NZ_CP012580.1,aeruginosa,REFSEQ,1,1_CP012580,1,1,1,1,1,1,6645477,6645477,6645477,6645477,6645477,6645477,1,6645477,6645477,6645477,6645477,1,1,0.0
"Pseudomonas sp. 286 isolate p9.A10, whole genome shotgun sequence",GCF_900602095.1_p9.A10_genomic.fna,NZ_UWFP01000094.1,sp.,REFSEQ,4,4_UWFP01000094,94,44,35,34,32,24,5991743,5973864,5959847,5954259,5917736,5633091,49,812572,5976851,267419,140918,7,15,0.0
"Pseudomonas sp. 286 isolate p26.E4, whole genome shotgun sequence",GCF_900588405.1_p26.E4_genomic.fna,NZ_UUFB01000086.1,sp.,REFSEQ,4,4_UUFB01000086,86,80,77,71,49,34,5980443,5979243,5974839,5931791,5549044,4977869,80,345783,5979243,167480,72690,12,26,0.0
"Pseudomonas sp. R47(2017) R47_1, whole genome shotgun sequence",GCF_002112315.1_ASM211231v1_genomic.fna,NZ_NEHG01000001.1,sp.,REFSEQ,4,4_NEHG01000001,21,20,18,17,17,15,6414159,6413438,6409374,6403881,6403881,6331179,21,1002174,6414159,435188,346564,5,9,0.0
"Pseudomonas aeruginosa isolate XDR-PA, whole genome shotgun sequence",GCF_900707275.1_ARA02-029_genomic.fna,NZ_CAADKU010000001.1,aeruginosa,REFSEQ,1,1_CAADKU010000001,1681,1307,478,143,6,0,6756422,6484447,4413046,2109994,178318,0,1681,38819,6756422,6814,3729,300,628,0.0
"Pseudomonas asiatica strain MY545 MY545_contig1, whole genome shotgun sequence",GCF_005223305.1_ASM522330v1_genomic.fna,NZ_SWEJ01000001.1,asiatica,REFSEQ,23,23_SWEJ01000001,2,2,2,2,2,2,5977647,5977647,5977647,5977647,5977647,5977647,2,5914934,5977647,5914934,5914934,1,1,0.0
"Pseudomonas aeruginosa strain WH-SGI-V-07073 WH-SGI-V-07073_contig1, whole genome shotgun sequence",GCF_001449255.1_WH-SGI-V-07073_genomic.fna,NZ_LLLG01000001.1,aeruginosa,REFSEQ,1,1_LLLG01000001,43,30,27,23,19,17,6451982,6445506,6438549,6410488,6342092,6256707,36,869498,6449399,513958,396733,5,8,0.0
"Pseudomonas syringae pv. actinidiae strain C62 BV338_1, whole genome shotgun sequence",GCF_002175245.1_ASM217524v1_genomic.fna,NZ_MTIB01000001.1,syringae,REFSEQ,0,0_MTIB01000001,327,275,192,151,83,38,6238354,6202410,6013127,5715365,4548109,2949796,327,142216,6238354,45829,22704,42,89,0.16
"Pseudomonas sp. FW507-12TSA NODE_100_length_270_cov_0.746114, whole genome shotgun sequence",GCF_002901645.1_ASM290164v1_genomic.fna,NZ_PPSC01000100.1,sp.,REFSEQ,4,4_PPSC01000100,131,83,72,63,56,43,6895883,6880953,6850462,6782890,6655890,6189607,87,330175,6883605,158055,96200,16,30,0.0
"Pseudomonas sp. 286 isolate p6.E7, whole genome shotgun sequence",GCF_900600245.1_p6.E7_genomic.fna,NZ_UVYP01000059.1,sp.,REFSEQ,4,4_UVYP01000059,61,44,40,37,33,29,6002302,5998568,5987489,5965530,5904381,5756307,44,547580,5998568,231755,155776,9,17,0.02
"Pseudomonas sp. OV546, whole genome shotgun sequence",GCF_900116845.1_IMG-taxon_2684623003_annotated_assembly_genomic.fna,NZ_FPCE01000034.1,sp.,REFSEQ,4,4_FPCE01000034,34,34,30,28,26,24,6779701,6779701,6770567,6758682,6718864,6637588,34,1123768,6779701,376969,221061,6,12,0.0
"Pseudomonas aeruginosa strain AZPAE14837 AZPAE14837_contig_1, whole genome shotgun sequence",GCF_000794325.1_AZPAE14837_genomic.fna,NZ_JTUX01000001.1,aeruginosa,REFSEQ,1,1_JTUX01000001,135,109,67,49,46,35,6449289,6430600,6332965,6203243,6141963,5710097,135,445952,6449289,192199,95023,12,25,67.6
Pseudomonas aeruginosa strain GIMC5001:PAT-23 chromosome,GCF_008330985.1_ASM833098v1_genomic.fna,NZ_CP043483.1,aeruginosa,REFSEQ,1,1_CP043483,2,2,2,2,2,1,6477693,6477693,6477693,6477693,6477693,6427888,2,6427888,6477693,6427888,6427888,1,1,7.72
"Pseudomonas syringae pv. actinidiae CFBP 7286 scf_12383_1_contig_1, whole genome shotgun sequence",GCF_000245415.1_ASM24541v1_genomic.fna,NZ_AGNO01000001.1,syringae,REFSEQ,0,0_AGNO01000001,351,273,204,156,85,35,6139481,6102452,5928013,5566578,4344426,2548823,304,139438,6126116,41871,22317,47,96,243.14
"Pseudomonas aeruginosa isolate H, whole genome shotgun sequence",GCF_900148125.1_H_genomic.fna,NZ_FRWA01000325.1,aeruginosa,REFSEQ,1,1_FRWA01000325,325,291,209,164,89,33,6441854,6417386,6208948,5882849,4613971,2509349,317,185400,6438200,44762,22461,48,99,0.0
"Pseudomonas aeruginosa strain 171 scaffold_0, whole genome shotgun sequence",GCF_004349875.1_ASM434987v1_genomic.fna,NZ_SCWP01000001.1,aeruginosa,REFSEQ,1,1_SCWP01000001,129,126,107,94,76,42,6343678,6341586,6285440,6197269,5884184,4561108,129,306084,6343678,94489,48331,23,47,19.86
"Pseudomonas savastanoi strain 0485_9 Psv0485_9_Contig_1, whole genome shotgun sequence",GCF_003699395.1_ASM369939v1_genomic.fna,NZ_RBNY01000535.1,savastanoi,REFSEQ,8,8_RBNY01000535,1644,1166,384,127,8,0,5935571,5684906,3716221,1940747,255070,0,1394,40180,5854068,6702,3622,248,543,258.37
"Pseudomonas aeruginosa strain PA-W13 IPC8_1.1, whole genome shotgun sequence",GCF_003841205.1_ASM384120v1_genomic.fna,NZ_NTAW01000001.1,aeruginosa,REFSEQ,1,1_NTAW01000001,28,24,19,19,18,16,6344743,6341636,6327045,6327045,6310793,6233121,28,1328167,6344743,657306,395001,4,6,1.89
"Pseudomonas aeruginosa strain HUM-7 NODE_100_length_9802_cov_14.2191_ID_199, whole genome shotgun sequence",GCF_003631295.1_ASM363129v1_genomic.fna,NZ_RABI01000005.1,aeruginosa,REFSEQ,1,1_RABI01000005,180,138,111,97,76,48,6419657,6399380,6335058,6221808,5866203,4837736,157,213845,6412411,92657,53359,25,48,0.02
"Pseudomonas aeruginosa strain HUM-248 PA3_C3_NODE_10_length_210332_cov_29.023_ID_19, whole genome shotgun sequence",GCF_003630815.1_ASM363081v1_genomic.fna,NZ_RACF01000051.1,aeruginosa,REFSEQ,1,1_RACF01000051,97,97,72,62,49,39,6649890,6649890,6577974,6508308,6283871,5913982,97,549359,6649890,204259,90990,12,26,0.0
"Pseudomonas aeruginosa isolate 132, whole genome shotgun sequence",GCF_900144745.1_132_genomic.fna,NZ_FRJC01000209.1,aeruginosa,REFSEQ,1,1_FRJC01000209,210,188,145,124,73,42,6421360,6406473,6301877,6156462,5267191,4134520,205,282006,6419093,74748,34090,27,59,0.0
"Pseudomonas sp. NFPP13, whole genome shotgun sequence",GCF_900111855.1_IMG-taxon_2599185164_annotated_assembly_genomic.fna,NZ_FOJR01000022.1,sp.,REFSEQ,4,4_FOJR01000022,22,22,15,15,12,11,6841688,6841688,6830033,6830033,6780426,6743436,22,1358372,6841688,809984,518315,4,6,35.88
"Pseudomonas aeruginosa strain PAC39A IPC118_1.1, whole genome shotgun sequence",GCF_004374495.1_ASM437449v1_genomic.fna,NZ_RWTH01000001.1,aeruginosa,REFSEQ,1,1_RWTH01000001,42,37,27,24,21,18,6578955,6574735,6546541,6525502,6476201,6329643,42,860815,6578955,539490,295608,5,10,2.25
"Pseudomonas sp. 286 isolate p3.C9, whole genome shotgun sequence",GCF_900590125.1_p3.C9_genomic.fna,NZ_UULQ01000046.1,sp.,REFSEQ,4,4_UULQ01000046,46,43,39,38,34,28,5999806,5999027,5989590,5983862,5904983,5691536,43,594701,5999027,253276,164906,8,16,0.12
"Pseudomonas syringae strain 260-02 NODE_10_length_191560_cov_28.994_ID_19, whole genome shotgun sequence",GCF_004103795.1_ASM410379v1_genomic.fna,NZ_MLFM01000010.1,syringae,REFSEQ,0,0_MLFM01000010,37,23,18,15,13,12,6052458,6045365,6034160,6012196,5978462,5942721,28,909124,6049043,647296,415239,4,7,0.0
"Pseudomonas savastanoi pv. glycinea strain ICMP 2185 PgyICMP2185_Contig_1, whole genome shotgun sequence",GCF_003701155.1_ASM370115v1_genomic.fna,NZ_RBRH01000256.1,savastanoi,REFSEQ,8,8_RBRH01000256,403,338,240,181,87,20,5924640,5892699,5615890,5183112,3733683,1349690,364,112668,5911682,31480,16073,59,122,58.29
"Pseudomonas sp. 286 isolate p1.H11, whole genome shotgun sequence",GCF_900583395.1_p1.H11_genomic.fna,NZ_UTLN01000054.1,sp.,REFSEQ,4,4_UTLN01000054,54,18,15,15,15,15,5949737,5938550,5932356,5932356,5932356,5932356,20,1104979,5939777,639929,274803,4,7,0.02
"Pseudomonas aeruginosa BL17 adggm-supercont1.1, whole genome shotgun sequence",GCF_000480805.1_Pseu_aeru_BL17_V1_genomic.fna,NZ_KI518822.1,aeruginosa,REFSEQ,1,1_KI518822,3,3,2,2,2,2,6884660,6884660,6882708,6882708,6882708,6882708,3,5303848,6884660,5303848,5303848,1,1,276.08
"Pseudomonas aeruginosa strain MED18 contig_00001, whole genome shotgun sequence",GCF_005863805.1_ASM586380v1_genomic.fna,NZ_VAVO01000001.1,aeruginosa,REFSEQ,1,1_VAVO01000001,109,87,62,54,52,41,7248172,7233376,7177963,7123554,7098366,6649902,104,562423,7246062,170947,105338,14,27,0.33
"Pseudomonas aeruginosa strain U0310A IPC935_1.1, whole genome shotgun sequence",GCF_003837165.1_ASM383716v1_genomic.fna,NZ_NSSA01000001.1,aeruginosa,REFSEQ,1,1_NSSA01000001,38,35,27,24,21,16,6410239,6408171,6390474,6369003,6320256,6106418,38,829403,6410239,533694,268196,5,9,5.38
"Pseudomonas syringae strain RM.P20 seq114_Contig1, whole genome shotgun sequence",GCF_002318655.1_ASM231865v1_genomic.fna,NZ_NHSR01000001.1,syringae,REFSEQ,0,0_NHSR01000001,159,130,99,92,69,42,6229891,6220249,6145304,6090813,5684776,4601304,133,336300,6222235,99197,49906,22,44,0.0
"Pseudomonas aeruginosa strain PA-CL545b IPC632_1.1, whole genome shotgun sequence",GCF_004372185.1_ASM437218v1_genomic.fna,NZ_RWPG01000001.1,aeruginosa,REFSEQ,1,1_RWPG01000001,26,23,20,20,18,16,6817915,6815649,6809030,6809030,6780117,6722328,26,1346428,6817915,479682,376600,4,8,1.83
"Pseudomonas sp. NFPP25, whole genome shotgun sequence",GCF_900116505.1_IMG-taxon_2599185160_annotated_assembly_genomic.fna,NZ_FPBG01000021.1,sp.,REFSEQ,4,4_FPBG01000021,21,21,15,15,12,11,6844013,6844013,6833389,6833389,6779583,6743050,21,1586187,6844013,896597,457487,3,6,23.67
"Pseudomonas coronafaciens pv. garcae strain 487 Contig_1, whole genome shotgun sequence",GCF_003416035.1_ASM341603v1_genomic.fna,NZ_QPEG01000001.1,coronafaciens,REFSEQ,63,63_QPEG01000001,61,61,48,42,32,25,5698373,5698373,5668934,5629301,5452992,5198020,61,1449694,5698373,239921,118217,6,14,2.49
"Pseudomonas aeruginosa BWH036 adTyH-supercont1.1, whole genome shotgun sequence",GCF_000629025.1_Pseu_aeru_BWH036_V1_genomic.fna,NZ_KK211931.1,aeruginosa,REFSEQ,1,1_KK211931,64,64,57,52,46,36,6734108,6734108,6717401,6687586,6579264,6231616,64,432535,6734108,261176,111582,10,20,3.79
"Pseudomonas aeruginosa strain 41004355322 IPC1478_1.1, whole genome shotgun sequence",GCF_004371315.1_ASM437131v1_genomic.fna,NZ_RWNJ01000001.1,aeruginosa,REFSEQ,1,1_RWNJ01000001,44,42,34,32,30,24,6972769,6971441,6953920,6936514,6899629,6698303,44,725034,6972769,417941,197184,6,13,1.43
"Pseudomonas putida KT2440 chromosome, complete genome",GCF_000007565.2_ASM756v2_genomic.fna,NC_002947.4,putida,REFSEQ,22,22_002947,1,1,1,1,1,1,6181873,6181873,6181873,6181873,6181873,6181873,1,6181873,6181873,6181873,6181873,1,1,0.0
"Pseudomonas azotoformans strain S4, complete genome",GCF_001579805.1_ASM157980v1_genomic.fna,NZ_CP014546.1,azotoformans,REFSEQ,108,108_CP014546,1,1,1,1,1,1,6859618,6859618,6859618,6859618,6859618,6859618,1,6859618,6859618,6859618,6859618,1,1,0.0
"Pseudomonas aeruginosa isolate paerg008, whole genome shotgun sequence",GCF_900608125.1_paerg008_genomic.fna,NZ_UWXL01000002.1,aeruginosa,REFSEQ,1,1_UWXL01000002,2,2,2,2,2,1,6508797,6508797,6508797,6508797,6508797,6483315,2,6483315,6508797,6483315,6483315,1,1,0.0
"Pseudomonas putida strain JBC17 chromosome, complete genome",GCF_003228315.1_ASM322831v1_genomic.fna,NZ_CP029693.1,putida,REFSEQ,22,22_CP029693,1,1,1,1,1,1,6845198,6845198,6845198,6845198,6845198,6845198,1,6845198,6845198,6845198,6845198,1,1,0.0
"Pseudomonas oryzihabitans strain DE0164 NODE_10_length_176527_cov_17.169799, whole genome shotgun sequence",GCF_007678515.1_ASM767851v1_genomic.fna,NZ_VEER01000010.1,oryzihabitans,REFSEQ,7,7_VEER01000010,32,16,15,14,14,13,5075896,5069709,5066791,5061416,5061416,5032246,20,1040122,5072470,524146,339684,4,7,5.56
"Pseudomonas sp. 286 isolate p7.D4, whole genome shotgun sequence",GCF_900600945.1_p7.D4_genomic.fna,NZ_UWBC01000097.1,sp.,REFSEQ,4,4_UWBC01000097,100,25,22,22,22,21,5986576,5961092,5953206,5953206,5953206,5926875,30,1012852,5964061,378525,239488,5,10,0.0
"Pseudomonas aeruginosa strain PA34 chromosome, complete genome",GCF_003332705.2_ASM333270v2_genomic.fna,NZ_CP032552.1,aeruginosa,REFSEQ,1,1_CP032552,1,1,1,1,1,1,6810079,6810079,6810079,6810079,6810079,6810079,1,6810079,6810079,6810079,6810079,1,1,0.0
"Pseudomonas entomophila strain 2014 chromosome, complete genome",GCF_003940785.1_ASM394078v1_genomic.fna,NZ_CP034337.1,entomophila,REFSEQ,82,82_CP034337,1,1,1,1,1,1,5686346,5686346,5686346,5686346,5686346,5686346,1,5686346,5686346,5686346,5686346,1,1,0.0
"Pseudomonas plecoglossicida strain MR134 MR134_1, whole genome shotgun sequence",GCF_002864885.1_ASM286488v1_genomic.fna,NZ_PJCL01000001.1,plecoglossicida,REFSEQ,54,54_PJCL01000001,85,70,55,51,38,32,5878598,5869500,5838330,5813870,5606610,5399107,85,670695,5878598,186762,122689,10,19,14.51
"Pseudomonas mucidolens NBRC 103159, whole genome shotgun sequence",GCF_002091735.1_ASM209173v1_genomic.fna,NZ_BDAH01000001.1,mucidolens,REFSEQ,142,142_BDAH01000001,65,62,54,54,44,38,5794131,5792451,5770914,5770914,5580880,5362422,65,416580,5794131,172516,92628,11,23,0.0
"Pseudomonas sp. TTU2014-096BSC scaffold_0, whole genome shotgun sequence",GCF_001446945.1_ASM144694v1_genomic.fna,NZ_LKKL01000001.1,sp.,REFSEQ,4,4_LKKL01000001,47,36,29,27,25,22,4224702,4216533,4199067,4185059,4146017,4021344,47,424289,4224702,202111,115197,7,13,0.0
"Pseudomonas syringae pv. actinidiae strain NZ47 BV363_1, whole genome shotgun sequence",GCF_002112125.1_ASM211212v1_genomic.fna,NZ_MTZI01000001.1,syringae,REFSEQ,0,0_MTZI01000001,320,280,191,148,85,39,6409286,6379559,6180567,5868497,4757947,3069929,320,142264,6409286,48671,24216,42,87,0.0
"Pseudomonas aeruginosa strain Site 7 scaffold_0, whole genome shotgun sequence",GCF_002312135.1_ASM231213v1_genomic.fna,NZ_MWXN01000001.1,aeruginosa,REFSEQ,1,1_MWXN01000001,54,52,40,36,32,26,6666345,6664612,6634141,6607255,6526513,6280133,54,788616,6666345,424797,169358,6,13,13.79
"Pseudomonas aeruginosa strain AZPAE14867 AZPAE14867_contig_1, whole genome shotgun sequence",GCF_000790215.1_AZPAE14867_genomic.fna,NZ_JTTV01000001.1,aeruginosa,REFSEQ,1,1_JTTV01000001,109,99,80,68,59,42,6785052,6777971,6738473,6651932,6504916,5847649,109,341288,6785052,143917,90477,16,31,54.28
"Pseudomonas aeruginosa strain AZPAE14463 AZPAE14463_contig_1, whole genome shotgun sequence",GCF_000796365.1_AZPAE14463_genomic.fna,NZ_JTYE01000001.1,aeruginosa,REFSEQ,1,1_JTYE01000001,125,103,74,57,49,40,7034157,7018927,6944763,6837206,6703961,6381229,125,539199,7034157,173805,87927,12,24,16.08
"Pseudomonas aeruginosa strain env396b NODE_100_length_2421_cov_40.4464, whole genome shotgun sequence",GCF_002330125.1_ASM233012v1_genomic.fna,NZ_NRFR01000100.1,aeruginosa,REFSEQ,1,1_NRFR01000100,132,112,87,76,58,42,6852952,6840541,6782376,6701702,6342570,5739859,126,421577,6850441,143943,69781,16,33,0.0
"Pseudomonas mendocina DLHK contig00001, whole genome shotgun sequence",GCF_000287395.1_Pmen01_genomic.fna,NZ_ALKM01000001.1,mendocina,REFSEQ,31,31_ALKM01000001,33,30,29,28,25,23,5072093,5070242,5069179,5059594,4993974,4911923,32,423315,5071608,271276,196488,8,14,0.0
"Pseudomonas syringae pv. primulae strain ICMP 8670 PprICMP8670_Contig_1, whole genome shotgun sequence",GCF_003700345.1_ASM370034v1_genomic.fna,NZ_RBRQ01000219.1,syringae,REFSEQ,0,0_RBRQ01000219,314,257,205,162,90,27,6275124,6244767,6107308,5789304,4491556,2055205,285,138823,6265518,42806,23425,51,99,8.14
"Pseudomonas aeruginosa strain Pae_CF67.07l CF67.07l_contig_1, whole genome shotgun sequence",GCF_001037315.1_ASM103731v1_genomic.fna,NZ_LEGC01000001.1,aeruginosa,REFSEQ,1,1_LEGC01000001,123,89,71,64,52,39,6407414,6393974,6354218,6305620,6077006,5607397,98,570152,6400328,138463,90866,13,27,27.59
"Pseudomonas hussainii strain MB3 NODE_10_length_146998_cov_50.7555, whole genome shotgun sequence",GCF_001885685.1_ASM188568v1_genomic.fna,NZ_MPIO01000010.1,hussainii,REFSEQ,127,127_MPIO01000010,41,36,26,23,20,17,3644788,3641114,3613480,3595805,3551419,3448882,41,566551,3644788,279963,146998,5,10,0.0
"Pseudomonas aeruginosa strain AZPAE15029 AZPAE15029_contig_1, whole genome shotgun sequence",GCF_000792145.1_AZPAE15029_genomic.fna,NZ_JTNR01000001.1,aeruginosa,REFSEQ,1,1_JTNR01000001,89,74,55,51,46,35,6860916,6850531,6809532,6786853,6708747,6286416,89,570705,6860916,210958,131362,11,22,42.68
"Pseudomonas syringae pv. syringae strain 2682C contig_1, whole genome shotgun sequence",GCF_002917215.1_pss2682_genomic.fna,NZ_MLFA01000001.1,syringae,REFSEQ,0,0_MLFA01000001,185,72,43,39,36,29,6259099,6191074,6138313,6109662,6068579,5786962,185,582185,6259099,242212,117841,8,17,0.0
"Pseudomonas sp. NFACC25, whole genome shotgun sequence",GCF_900100935.1_IMG-taxon_2599185288_annotated_assembly_genomic.fna,NZ_FMUC01000033.1,sp.,REFSEQ,4,4_FMUC01000033,34,34,27,27,25,25,6666191,6666191,6652338,6652338,6630250,6630250,34,850803,6666191,357006,195364,6,11,12.93
"Pseudomonas sp. K1S02-6 Segkk0, whole genome shotgun sequence",GCF_003596405.1_ASM359640v1_genomic.fna,NZ_QYUR01000001.1,sp.,REFSEQ,4,4_QYUR01000001,8,8,8,8,5,5,5626424,5626424,5626424,5626424,5585675,5585675,8,2980139,5626424,2980139,978119,1,3,0.0
"Pseudomonas aeruginosa strain H26023 chromosome, complete genome",GCF_003798145.1_ASM379814v1_genomic.fna,NZ_CP033685.1,aeruginosa,REFSEQ,1,1_CP033685,1,1,1,1,1,1,6729216,6729216,6729216,6729216,6729216,6729216,1,6729216,6729216,6729216,6729216,1,1,0.01
"Pseudomonas sp. 286 isolate p21.C9, whole genome shotgun sequence",GCF_900584595.1_p21.C9_genomic.fna,NZ_UTQK01000044.1,sp.,REFSEQ,4,4_UTQK01000044,45,33,28,28,27,24,6058234,6053825,6043946,6043946,6032122,5909600,36,757647,6055639,292501,193639,7,13,0.02
"Pseudomonas fulva strain LB-090714 NODE_10_length_162174_cov_32.034348, whole genome shotgun sequence",GCF_003205395.1_ASM320539v1_genomic.fna,NZ_QJRU01000010.1,fulva,REFSEQ,68,68_QJRU01000010,40,39,38,34,31,27,4867851,4866855,4865578,4836559,4795120,4630401,40,549314,4867851,192201,118565,8,16,2.26
"Pseudomonas aeruginosa strain 176 scaffold_0, whole genome shotgun sequence",GCF_004350355.1_ASM435035v1_genomic.fna,NZ_SCWK01000001.1,aeruginosa,REFSEQ,1,1_SCWK01000001,132,125,96,78,62,44,6930192,6925150,6845819,6717018,6453456,5783703,132,452040,6930192,109030,69343,16,35,7.89
"Pseudomonas sp. 286 isolate p5.E7, whole genome shotgun sequence",GCF_900599375.1_p5.E7_genomic.fna,NZ_UVVE01000032.1,sp.,REFSEQ,4,4_UVVE01000032,33,20,16,16,16,13,6099885,6095531,6088096,6088096,6088096,5968879,22,1426916,6096768,848013,311487,3,6,0.0
"Pseudomonas aeruginosa strain 5034388498-20 IPC1485_1.1, whole genome shotgun sequence",GCF_004371275.1_ASM437127v1_genomic.fna,NZ_RWNF01000001.1,aeruginosa,REFSEQ,1,1_RWNF01000001,20,19,17,16,15,13,6820007,6819333,6813321,6807207,6790202,6701803,20,1287365,6820007,523720,433311,4,8,3.24
"Pseudomonas sp. 286 isolate p9.H4, whole genome shotgun sequence",GCF_900602965.1_p9.H4_genomic.fna,NZ_UWIZ01000142.1,sp.,REFSEQ,4,4_UWIZ01000142,143,41,29,26,23,22,6000201,5963649,5940058,5918815,5869467,5821168,53,932917,5970705,390910,179775,5,11,0.0
"Pseudomonas sp. 286 isolate p13.G2, whole genome shotgun sequence",GCF_900582485.1_p13.G2_genomic.fna,NZ_UTIF01000127.1,sp.,REFSEQ,4,4_UTIF01000127,129,17,17,16,15,15,6113739,6074336,6074336,6068925,6049048,6049048,21,1270240,6076987,494599,295728,4,7,0.0
"Pseudomonas aeruginosa PS75 adTyT-supercont1.1, whole genome shotgun sequence",GCF_000629365.1_Pseu_aeru_PS75_V1_genomic.fna,NZ_KK213160.1,aeruginosa,REFSEQ,1,1_KK213160,7,7,7,7,7,6,6340064,6340064,6340064,6340064,6340064,6302276,7,4059063,6340064,4059063,545463,1,3,136.81
"Pseudomonas aeruginosa strain Env_12 contig-0, whole genome shotgun sequence",GCF_002239445.1_ASM223944v1_genomic.fna,NZ_NLBE01000001.1,aeruginosa,REFSEQ,1,1_NLBE01000001,100,66,44,42,39,28,6327326,6311576,6262159,6250356,6207162,5791633,78,555922,6320153,300137,117922,8,16,0.0
"Pseudomonas sp. Irchel s3h14 isolate Pseudomonas sp. Irchel s3h14, whole genome shotgun sequence",GCF_900187425.1_s3h14_genomic.fna,NZ_FYDJ01000043.1,sp.,REFSEQ,4,4_FYDJ01000043,46,46,43,42,38,30,6715747,6715747,6710112,6704581,6631846,6316621,46,779729,6715747,347629,127613,7,15,6.6
"Pseudomonas sp. FSL W5-0299 FSL_W5-0299_1, whole genome shotgun sequence",GCF_005930655.1_ASM593065v1_genomic.fna,NZ_RXHX01000001.1,sp.,REFSEQ,4,4_RXHX01000001,137,100,76,70,55,41,7139722,7122375,7070933,7027393,6809643,6295235,112,765793,7130553,156053,85268,12,27,0.0
"Pseudomonas syringae strain LMC.P91 seq99_Contig1, whole genome shotgun sequence",GCF_002318815.1_ASM231881v1_genomic.fna,NZ_NHTB01000001.1,syringae,REFSEQ,0,0_NHTB01000001,243,190,142,127,82,47,6324900,6302158,6184256,6073635,5313953,4028171,206,202469,6314179,59665,39647,31,63,0.0
"Pseudomonas sp. PA15(2017) strain PA15 NODE_11_length_92072_cov_44.950592, whole genome shotgun sequence",GCF_001945395.1_ASM194539v1_genomic.fna,NZ_MSXV01000009.1,sp.,REFSEQ,4,4_MSXV01000009,60,60,56,51,47,35,5493442,5493442,5483843,5444711,5364808,4916426,60,536356,5493442,189855,72809,10,23,63.97
"Pseudomonas sp. 286 isolate p9.D10, whole genome shotgun sequence",GCF_900602545.1_p9.D10_genomic.fna,NZ_UWHI01000583.1,sp.,REFSEQ,4,4_UWHI01000583,583,41,37,35,33,29,6507409,6317038,6311057,6296983,6265677,6125016,68,705377,6333048,221665,157957,9,18,0.02
"Pseudomonas savastanoi pv. nerii strain CFBP 5067 neri5067_contig_1, whole genome shotgun sequence",GCF_001535815.1_ASM153581v1_genomic.fna,NZ_LIHX01000001.1,savastanoi,REFSEQ,8,8_LIHX01000001,242,209,159,127,76,37,5793579,5776155,5634668,5402408,4590629,3145534,220,163468,5784727,56758,31056,33,67,0.0
